nama_site,kota_kabupaten,month,scope_of_work,actual_severity,predicted_severity,confidence_score,confidence_minor,confidence_major,top_factor_1,top_factor_2
njk-07-074,kabupaten nganjuk,1,q3,Minor,Minor,1.0,1.0,0.0,site_code,scope_of_work
mgt-07-051,kabupaten magetan,10,gns,Minor,Minor,1.0,1.0,0.0,site_code,scope_of_work
mlg-07-095,kota malang,9,gne,Major,Major,0.94,0.06,0.94,site_code,scope_of_work
png-07-009,kabupaten ponorogo,9,gne,Minor,Minor,1.0,1.0,0.0,site_code,scope_of_work
ngw/07/041,kabupaten ngawi,12,gne,Minor,Minor,0.96,0.96,0.04,site_code,scope_of_work
mlg/07/210,kota malang,7,m9,Major,Major,0.97,0.03,0.97,site_code,scope_of_work
sby-07-046,kota surabaya,6,gns,Minor,Minor,0.98,0.98,0.02,site_code,scope_of_work
sby-07-134,kota surabaya,1,m9,Major,Major,1.0,0.0,1.0,site_code,scope_of_work
lmg-07-039,kabupaten lamongan,4,gne,Minor,Minor,1.0,1.0,0.0,site_code,scope_of_work
pct-07-020,kabupaten pacitan,3,gne,Minor,Minor,0.97,0.97,0.03,site_code,scope_of_work
sda-07-171,kabupaten sidoarjo,3,rne,Minor,Minor,0.5,0.5,0.5,site_code,scope_of_work
mjk1-07-063,kota/kab mojokerto,2,a2,Minor,Minor,0.73,0.73,0.27,site_code,scope_of_work
tbn-07-115,kabupaten tuban,1,q2,Minor,Minor,1.0,1.0,0.0,site_code,scope_of_work
psr/07/053,kota/kab pasuruan,7,gne,Major,Major,0.87,0.13,0.87,site_code,scope_of_work
mjy-07-069,kota/kab madiun,6,rol,Minor,Major,0.95,0.05,0.95,site_code,scope_of_work
sit-07-072,kabupaten situbondo,5,gne,Minor,Major,0.72,0.28,0.72,site_code,scope_of_work
blt-07-026,kota/kab blitar,11,rns,Minor,Major,0.91,0.09,0.91,site_code,scope_of_work
blt-07-008,kota/kab blitar,8,gne,Minor,Major,0.66,0.34,0.66,site_code,scope_of_work
gsk-07-118,kabupaten gresik,11,pst,Minor,Minor,1.0,1.0,0.0,site_code,scope_of_work
smp/07/069,kabupaten sumenep,7,gns,Minor,Major,0.78,0.22,0.78,site_code,scope_of_work
pct-07-011,kabupaten pacitan,10,pns,Minor,Major,0.56,0.44,0.56,site_code,scope_of_work
kpn-07-058,kabupaten malang,4,rol,Minor,Major,0.87,0.13,0.87,site_code,scope_of_work
sda-07-083,kabupaten sidoarjo,3,gne,Minor,Minor,1.0,1.0,0.0,site_code,scope_of_work
jbg-07-001,kabupaten jombang,4,rol,Minor,Major,0.9,0.1,0.9,site_code,scope_of_work
gsk/07/023,kabupaten gresik,12,rol,Minor,Major,0.98,0.02,0.98,site_code,scope_of_work
kdr1-07-056,kota/kab kediri,6,gne,Minor,Minor,0.99,0.99,0.01,site_code,scope_of_work
ngw-07-102,kabupaten ngawi,10,rns,Major,Major,0.83,0.17,0.83,site_code,scope_of_work
krs/07/050,kota/kab probolinggo,7,gns,Minor,Major,0.6,0.4,0.6,site_code,scope_of_work
ngw-07-115,kabupaten ngawi,2,q2,Minor,Minor,1.0,1.0,0.0,site_code,scope_of_work
jmr-07-192,kabupaten jember,1,a5,Minor,Minor,1.0,1.0,0.0,site_code,scope_of_work
jmr-07-171,kabupaten jember,4,gnp,Minor,Minor,1.0,1.0,0.0,site_code,scope_of_work
mlg-07-192,kota malang,5,rne,Major,Major,0.99,0.01,0.99,site_code,scope_of_work
psn-07-013,kota/kab pasuruan,3,vw2,Minor,Major,0.97,0.03,0.97,site_code,scope_of_work
sby/07/236,kota surabaya,7,pns,Minor,Minor,0.79,0.79,0.21,site_code,scope_of_work
sda-07-176,kabupaten sidoarjo,3,pst,Minor,Minor,1.0,1.0,0.0,site_code,scope_of_work
mgt-07-075,kabupaten magetan,1,q3,Minor,Minor,0.83,0.83,0.17,site_code,scope_of_work
knr-07-052,kota/kab blitar,6,gne,Minor,Minor,0.93,0.93,0.07,site_code,scope_of_work
tbn-07-144,kabupaten tuban,10,gne,Minor,Minor,0.6811666666666667,0.6811666666666667,0.3188333333333333,site_code,scope_of_work
jmr/07/059,kabupaten jember,8,gne,Minor,Major,0.62,0.38,0.62,site_code,scope_of_work
byw-07-145,kabupaten banyuwangi,9,gne,Minor,Minor,1.0,1.0,0.0,site_code,scope_of_work
kpn-07-119,kota malang,9,gne,Major,Major,0.72,0.28,0.72,site_code,scope_of_work
kpn/07/091,kabupaten malang,8,gne,Minor,Major,1.0,0.0,1.0,site_code,scope_of_work
kpn-07-161,kabupaten malang,5,gne,Minor,Minor,0.81,0.81,0.19,site_code,scope_of_work
ngw-07-079,kabupaten ngawi,6,rne,Minor,Major,0.92,0.08,0.92,site_code,scope_of_work
mgt-07-040,kabupaten magetan,8,gnp,Minor,Minor,1.0,1.0,0.0,site_code,scope_of_work
sit-07-049,kabupaten situbondo,1,q3,Minor,Major,0.63,0.37,0.63,site_code,scope_of_work
png-07-063,kabupaten ponorogo,3,vw2,Minor,Minor,1.0,1.0,0.0,site_code,scope_of_work
sby-07-207,kota surabaya,11,gne,Minor,Minor,1.0,1.0,0.0,site_code,scope_of_work
bkl-07-086,kabupaten bangkalan,9,gne,Minor,Minor,0.755,0.755,0.245,site_code,scope_of_work
kpn-07-033,kabupaten malang,3,vw2,Minor,Major,0.73,0.27,0.73,site_code,scope_of_work
kdr1-07-053,kota/kab kediri,8,gne,Minor,Minor,1.0,1.0,0.0,site_code,scope_of_work
lmj/07/014,kabupaten lumajang,12,rol,Minor,Major,1.0,0.0,1.0,site_code,scope_of_work
gsk-07-049,kabupaten gresik,1,m9,Minor,Major,0.94,0.06,0.94,site_code,scope_of_work
sby-07-556,kota surabaya,4,rne,Major,Major,1.0,0.0,1.0,site_code,scope_of_work
spg-07-003,kabupaten sampang,2,b4,Minor,Minor,0.85,0.85,0.15,site_code,scope_of_work
gsk-07-072,kabupaten gresik,9,gne,Minor,Minor,0.88,0.88,0.12,site_code,scope_of_work
trk-07-053,kabupaten trenggalek,5,m9,Major,Major,1.0,0.0,1.0,site_code,scope_of_work
lmg-07-057,kabupaten lamongan,8,gne,Minor,Minor,1.0,1.0,0.0,site_code,scope_of_work
lmj-07-075,kabupaten lumajang,1,q3,Minor,Minor,0.71,0.71,0.29,site_code,scope_of_work
mlg-07-099,kota malang,2,q2,Minor,Minor,0.73,0.73,0.27,site_code,scope_of_work
png-07-021,kabupaten ponorogo,5,pst,Minor,Minor,0.86,0.86,0.14,site_code,scope_of_work
kpn-07-147,kabupaten malang,2,m9,Minor,Major,1.0,0.0,1.0,site_code,scope_of_work
sby-07-236,kota surabaya,8,m9,Major,Major,0.98,0.02,0.98,site_code,scope_of_work
trk-07-068,kabupaten tulungagung,4,pst,Minor,Minor,0.6,0.6,0.4,site_code,scope_of_work
mjk2-07-011,kota/kab mojokerto,5,gne,Minor,Minor,0.94,0.94,0.06,site_code,scope_of_work
bkl-07-025,kabupaten bangkalan,1,a2,Minor,Major,0.51,0.49,0.51,site_code,scope_of_work
pmk/07/040,kabupaten pamekasan,12,m9,Minor,Major,0.66,0.34,0.66,site_code,scope_of_work
bdw-07-035,kabupaten bondowoso,6,m9,Major,Major,0.8,0.2,0.8,site_code,scope_of_work
gsk/07/092,kabupaten gresik,12,gne,Major,Minor,0.91,0.91,0.09,site_code,scope_of_work
knr/07/024,kota/kab blitar,7,m9,Major,Major,0.89,0.11,0.89,site_code,scope_of_work
gsk-07-004,kabupaten gresik,3,vw2,Minor,Minor,0.91,0.91,0.09,site_code,scope_of_work
bjn-07-069,kabupaten bojonegoro,1,q3,Minor,Minor,0.78,0.78,0.22,site_code,scope_of_work
gsk/07/006,kabupaten gresik,7,gne,Minor,Minor,0.56,0.56,0.44,site_code,scope_of_work
psr-07-007,kota/kab pasuruan,9,gne,Minor,Major,0.84,0.16,0.84,site_code,scope_of_work
kdr-07-130,kota/kab kediri,5,rne,Minor,Major,0.99,0.01,0.99,site_code,scope_of_work
mjk1/07/055,kota/kab mojokerto,12,gne,Minor,Major,0.58,0.42,0.58,site_code,scope_of_work
sda-07-283,kabupaten sidoarjo,4,rne,Minor,Major,0.94,0.06,0.94,site_code,scope_of_work
kpn-07-130,kota malang,6,gne,Major,Major,0.93,0.07,0.93,site_code,scope_of_work
mlg/07/029,kota malang,12,gpf,Minor,Major,0.72,0.28,0.72,site_code,scope_of_work
bkl-07-068,kabupaten bangkalan,10,gne,Minor,Major,0.64,0.36,0.64,site_code,scope_of_work
kpn-07-095,kabupaten malang,9,gne,Minor,Major,0.56,0.44,0.56,site_code,scope_of_work
tbn-07-129,kabupaten tuban,5,gne,Minor,Minor,0.92,0.92,0.08,site_code,scope_of_work
psr-07-035,kota/kab pasuruan,2,m9,Major,Major,0.76,0.24,0.76,site_code,scope_of_work
sby-07-519,kota surabaya,9,rns,Minor,Major,1.0,0.0,1.0,site_code,scope_of_work
krs-07-046,kota/kab probolinggo,3,vw2,Minor,Minor,0.71,0.71,0.29,site_code,scope_of_work
njk-07-042,kabupaten nganjuk,9,gne,Minor,Minor,1.0,1.0,0.0,site_code,scope_of_work
sby-07-636,kota surabaya,8,m9,Major,Major,0.94,0.06,0.94,site_code,scope_of_work
gsk-07-143,kabupaten gresik,9,rns,Minor,Major,0.96,0.04,0.96,site_code,scope_of_work
mlg/07/025,kota malang,12,gne,Minor,Major,1.0,0.0,1.0,site_code,scope_of_work
tbn-07-091,kabupaten tuban,11,gne,Minor,Minor,0.99,0.99,0.01,site_code,scope_of_work
lmg-07-023,kabupaten lamongan,8,gne,Minor,Minor,1.0,1.0,0.0,site_code,scope_of_work
jmr-07-164,kabupaten jember,4,gne,Minor,Minor,1.0,1.0,0.0,site_code,scope_of_work
sit-07-006,kabupaten situbondo,4,gne,Major,Minor,0.54,0.54,0.46,site_code,scope_of_work
jbg-07-039,kabupaten jombang,5,gne,Minor,Minor,1.0,1.0,0.0,site_code,scope_of_work
mlg-07-076,kota malang,2,a2,Minor,Major,0.88,0.12,0.88,site_code,scope_of_work
png-07-093,kabupaten ponorogo,2,q2,Minor,Minor,1.0,1.0,0.0,site_code,scope_of_work
kpn-07-087,kabupaten malang,11,gne,Major,Major,0.92,0.08,0.92,site_code,scope_of_work
kpn-07-144,kota malang,9,rne,Minor,Major,0.92,0.08,0.92,site_code,scope_of_work
trk-07-026,kabupaten trenggalek,1,a2,Minor,Minor,1.0,1.0,0.0,site_code,scope_of_work
mgt-07-049,kabupaten magetan,3,vw2,Minor,Minor,0.98,0.98,0.02,site_code,scope_of_work
jmr-07-136,kabupaten jember,5,gne,Minor,Minor,1.0,1.0,0.0,site_code,scope_of_work
krs/07/010,kota/kab probolinggo,7,gnp,Minor,Major,0.78,0.22,0.78,site_code,scope_of_work
krs-07-062,kota/kab probolinggo,3,gne,Minor,Minor,0.82,0.82,0.18,site_code,scope_of_work
tbn-07-102,kabupaten tuban,5,m9,Major,Major,0.99,0.01,0.99,site_code,scope_of_work
jbg-07-002,kabupaten jombang,2,q2,Minor,Minor,0.9,0.9,0.1,site_code,scope_of_work
mjk1-07-015,kota/kab mojokerto,9,gne,Minor,Minor,1.0,1.0,0.0,site_code,scope_of_work
kdr1-07-026,kota/kab kediri,4,gnp,Minor,Minor,0.74,0.74,0.26,site_code,scope_of_work
psr-07-036,kota/kab pasuruan,3,vw2,Minor,Major,0.63,0.37,0.63,site_code,scope_of_work
njk/07/070,kabupaten nganjuk,12,gne,Minor,Major,0.96,0.04,0.96,site_code,scope_of_work
byw-07-051,kabupaten banyuwangi,3,vw2,Minor,Minor,1.0,1.0,0.0,site_code,scope_of_work
tlg-07-102,kabupaten tulungagung,11,gns,Minor,Minor,0.99,0.99,0.01,site_code,scope_of_work
bjn-07-077,kabupaten bojonegoro,5,gne,Minor,Minor,1.0,1.0,0.0,site_code,scope_of_work
byw-07-146,kabupaten banyuwangi,6,rne,Minor,Major,0.75,0.25,0.75,site_code,scope_of_work
mlg-07-250,kota malang,5,gne,Minor,Major,0.91,0.09,0.91,site_code,scope_of_work
smp-07-069,kabupaten sumenep,5,gne,Minor,Minor,1.0,1.0,0.0,site_code,scope_of_work
btu/07/034,kota malang,8,gne,Minor,Major,0.68,0.32,0.68,site_code,scope_of_work
mjy/07/044,kota/kab madiun,7,gnp,Minor,Minor,0.85,0.85,0.15,site_code,scope_of_work
kpn-07-112,kabupaten malang,3,m9,Minor,Minor,0.71,0.71,0.29,site_code,scope_of_work
tbn-07-009,kabupaten tuban,6,rne,Major,Major,1.0,0.0,1.0,site_code,scope_of_work
lmg-07-033,kabupaten lamongan,4,gne,Minor,Minor,0.94,0.94,0.06,site_code,scope_of_work
tbn-07-142,kabupaten tuban,6,gne,Minor,Minor,0.9009999999999999,0.9009999999999999,0.099,site_code,scope_of_work
byw/07/142,kabupaten banyuwangi,12,gne,Major,Minor,0.96,0.96,0.04,site_code,scope_of_work
njk-07-036,kabupaten nganjuk,1,m5,Major,Major,1.0,0.0,1.0,site_code,scope_of_work
byw-07-094,kabupaten banyuwangi,6,gne,Minor,Major,0.7658333333333333,0.2341666666666667,0.7658333333333333,site_code,scope_of_work
kpn-07-074,kabupaten malang,6,rne,Major,Minor,0.6,0.6,0.4,site_code,scope_of_work
pct/07/036,kabupaten pacitan,7,gne,Minor,Major,0.67,0.33,0.67,site_code,scope_of_work
smp-07-023,kabupaten sumenep,6,rne,Major,Minor,0.55,0.55,0.45,site_code,scope_of_work
mad-07-001,kota/kab madiun,6,gne,Minor,Minor,0.84,0.84,0.16,site_code,scope_of_work
mlg-07-268,kota malang,5,gne,Minor,Major,0.96,0.04,0.96,site_code,scope_of_work
png-07-064,kabupaten ponorogo,6,rne,Minor,Major,0.73,0.27,0.73,site_code,scope_of_work
jmr/07/080,kabupaten jember,12,gne,Minor,Major,0.8,0.2,0.8,site_code,scope_of_work
kdr-07-042,kota/kab kediri,9,pst,Minor,Minor,0.99,0.99,0.01,site_code,scope_of_work
png-07-021,kabupaten ponorogo,1,q1,Minor,Minor,0.99,0.99,0.01,site_code,scope_of_work
knr-07-073,kota/kab blitar,5,gne,Minor,Major,0.81,0.19,0.81,site_code,scope_of_work
kpn-07-110,kota malang,6,pst,Minor,Minor,0.62,0.62,0.38,site_code,scope_of_work
kpn/07/234,kabupaten malang,7,rne,Major,Minor,0.65,0.65,0.35,site_code,scope_of_work
sby-07-183,kota surabaya,4,gne,Minor,Major,0.89,0.11,0.89,site_code,scope_of_work
psr-07-030,kota/kab pasuruan,9,gne,Minor,Major,0.86,0.14,0.86,site_code,scope_of_work
tbn/07/044,kabupaten tuban,12,gne,Minor,Major,1.0,0.0,1.0,site_code,scope_of_work
sda-07-253,kabupaten sidoarjo,11,rns,Major,Major,0.83,0.17,0.83,site_code,scope_of_work
lmj-07-104,kabupaten lumajang,5,rne,Minor,Major,1.0,0.0,1.0,site_code,scope_of_work
psn/07/019,kota/kab pasuruan,8,gne,Minor,Minor,0.83,0.83,0.17,site_code,scope_of_work
jmr/07/054,kabupaten jember,12,gne,Minor,Major,1.0,0.0,1.0,site_code,scope_of_work
kpn/07/060,kabupaten malang,12,rol,Major,Major,0.77,0.23,0.77,site_code,scope_of_work
njk-07-105,kabupaten nganjuk,8,m9,Minor,Major,0.84,0.16,0.84,site_code,scope_of_work
jmr-07-255,kabupaten jember,9,rns,Major,Major,0.94,0.06,0.94,site_code,scope_of_work
ngw-07-025,kabupaten ngawi,10,gnp,Minor,Major,0.6,0.4,0.6,site_code,scope_of_work
byw/07/142,kabupaten banyuwangi,12,m9,Minor,Minor,0.68,0.68,0.32,site_code,scope_of_work
ngw-07-051,kabupaten ngawi,6,gne,Minor,Minor,1.0,1.0,0.0,site_code,scope_of_work
mjy-07-037,kota/kab madiun,10,gne,Minor,Minor,0.86,0.86,0.14,site_code,scope_of_work
png-07-035,kabupaten ponorogo,4,gne,Minor,Minor,1.0,1.0,0.0,site_code,scope_of_work
kpn-07-255,kabupaten malang,1,a5,Major,Major,0.95,0.05,0.95,site_code,scope_of_work
pbl/07/005,kota/kab probolinggo,7,pst,Minor,Minor,0.76,0.76,0.24,site_code,scope_of_work
jmr-07-133,kabupaten jember,5,gne,Minor,Minor,1.0,1.0,0.0,site_code,scope_of_work
mlg-07-271,kota malang,10,gne,Minor,Major,0.87,0.13,0.87,site_code,scope_of_work
psr-07-079,kota/kab pasuruan,4,gne,Minor,Minor,0.7,0.7,0.3,site_code,scope_of_work
sit-07-042,kabupaten situbondo,4,gne,Minor,Major,0.58,0.42,0.58,site_code,scope_of_work
knr-07-008,kota/kab blitar,1,a2,Major,Major,0.71,0.29,0.71,site_code,scope_of_work
gsk-07-138,kabupaten gresik,9,gne,Minor,Minor,0.77,0.77,0.23,site_code,scope_of_work
kdr1-07-084,kota/kab kediri,1,q3,Minor,Minor,0.99,0.99,0.01,site_code,scope_of_work
knr-07-051,kota/kab blitar,3,gne,Minor,Minor,0.5672619047619049,0.5672619047619049,0.4327380952380952,site_code,scope_of_work
trk-07-034,kabupaten trenggalek,5,gnp,Minor,Minor,0.87,0.87,0.13,site_code,scope_of_work
lmj-07-029,kabupaten lumajang,3,m9,Minor,Major,1.0,0.0,1.0,site_code,scope_of_work
knr-07-045,kota/kab blitar,8,gne,Major,Major,0.85,0.15,0.85,site_code,scope_of_work
bdw-07-059,kabupaten bondowoso,10,rns,Major,Minor,0.84,0.84,0.16,site_code,scope_of_work
png/07/097,kabupaten ponorogo,7,gne,Minor,Minor,0.99,0.99,0.01,site_code,scope_of_work
sit-07-060,kabupaten situbondo,4,gne,Minor,Major,0.7,0.3,0.7,site_code,scope_of_work
lmg-07-024,kabupaten lamongan,5,gne,Minor,Minor,0.99,0.99,0.01,site_code,scope_of_work
kpn-07-091,kabupaten malang,4,gne,Minor,Major,0.99,0.01,0.99,site_code,scope_of_work
krs-07-020,kota/kab probolinggo,4,gne,Minor,Minor,0.52,0.52,0.48,site_code,scope_of_work
mgt-07-101,kabupaten magetan,11,gne,Minor,Minor,0.52,0.52,0.48,site_code,scope_of_work
mjk1-07-086,kota/kab mojokerto,6,gne,Minor,Minor,1.0,1.0,0.0,site_code,scope_of_work
gsk/07/105,kabupaten gresik,7,gne,Minor,Minor,0.93,0.93,0.07,site_code,scope_of_work
sit-07-063,kabupaten situbondo,2,a2,Minor,Minor,0.69,0.69,0.31,site_code,scope_of_work
mlg-07-215,kota malang,1,a6,Major,Major,1.0,0.0,1.0,site_code,scope_of_work
sby-07-607,kota surabaya,11,rns,Major,Major,0.9,0.1,0.9,site_code,scope_of_work
png-07-095,kabupaten ponorogo,2,q2,Minor,Minor,1.0,1.0,0.0,site_code,scope_of_work
tlg/07/013,kabupaten tulungagung,7,m9,Minor,Major,0.93,0.07,0.93,site_code,scope_of_work
sda-07-265,kabupaten sidoarjo,6,gne,Minor,Minor,1.0,1.0,0.0,site_code,scope_of_work
ngw-07-050,kabupaten ngawi,11,gne,Minor,Minor,1.0,1.0,0.0,site_code,scope_of_work
ngw-07-058,kabupaten ngawi,1,q2,Minor,Minor,1.0,1.0,0.0,site_code,scope_of_work
tlg-07-072,kabupaten tulungagung,6,gne,Minor,Minor,0.97,0.97,0.03,site_code,scope_of_work
mjy-07-088,kota/kab madiun,4,rne,Major,Major,0.92,0.08,0.92,site_code,scope_of_work
jbg-07-119,kabupaten jombang,2,c1,Minor,Minor,0.99,0.99,0.01,site_code,scope_of_work
mlg-07-273,kota malang,3,gne,Minor,Major,0.95,0.05,0.95,site_code,scope_of_work
byw-07-155,kabupaten banyuwangi,3,vw2,Minor,Minor,1.0,1.0,0.0,site_code,scope_of_work
kdr2/07/039,kota/kab kediri,7,gne,Minor,Major,0.93,0.07,0.93,site_code,scope_of_work
psn-07-004,kota/kab pasuruan,11,pst,Minor,Minor,0.85,0.85,0.15,site_code,scope_of_work
kpn-07-057,kabupaten malang,1,q2,Major,Minor,0.57,0.57,0.43,site_code,scope_of_work
png-07-036,kabupaten ponorogo,5,gne,Minor,Minor,1.0,1.0,0.0,site_code,scope_of_work
mlg/07/243,kabupaten malang,7,m9,Minor,Minor,0.64,0.64,0.36,site_code,scope_of_work
sby-07-781,kota surabaya,4,gne,Major,Major,0.7,0.3,0.7,site_code,scope_of_work
knr-07-092,kota/kab blitar,9,gns,Major,Minor,0.79,0.79,0.21,site_code,scope_of_work
mjk1-07-018,kota/kab mojokerto,10,rol,Major,Major,0.528,0.47200000000000003,0.528,site_code,scope_of_work
pct-07-006,kabupaten pacitan,9,gne,Minor,Minor,0.78,0.78,0.22,site_code,scope_of_work
byw-07-013,kabupaten banyuwangi,1,q2,Minor,Minor,1.0,1.0,0.0,site_code,scope_of_work
krs-07-023,kota/kab probolinggo,11,gne,Minor,Major,0.85,0.15,0.85,site_code,scope_of_work
njk-07-006,kabupaten nganjuk,3,vw2,Minor,Minor,1.0,1.0,0.0,site_code,scope_of_work
knr/07/026,kota/kab blitar,7,gne,Minor,Major,0.99,0.01,0.99,site_code,scope_of_work
mjk1-07-077,kota/kab mojokerto,10,gns,Minor,Minor,1.0,1.0,0.0,site_code,scope_of_work
sit/07/047,kabupaten situbondo,12,gne,Major,Minor,0.63,0.63,0.37,site_code,scope_of_work
mlg-07-128,kota malang,10,rns,Minor,Major,0.73,0.27,0.73,site_code,scope_of_work
btu/07/052,kota malang,8,rne,Major,Major,0.9,0.1,0.9,site_code,scope_of_work
sby-07-424,kota surabaya,9,rns,Minor,Major,0.99,0.01,0.99,site_code,scope_of_work
tlg-07-015,kabupaten tulungagung,10,gne,Minor,Minor,0.99,0.99,0.01,site_code,scope_of_work
jmr-07-084,kabupaten jember,6,gne,Minor,Minor,1.0,1.0,0.0,site_code,scope_of_work
sby-07-073,kota surabaya,5,rol,Minor,Major,0.96,0.04,0.96,site_code,scope_of_work
mlg/07/011,kabupaten malang,7,pst,Minor,Minor,0.51,0.51,0.49,site_code,scope_of_work
mlg-07-272,kota malang,11,gne,Minor,Major,1.0,0.0,1.0,site_code,scope_of_work
kpn-07-063,kabupaten malang,5,rol,Minor,Major,0.78,0.22,0.78,site_code,scope_of_work
knr-07-107,kota/kab blitar,10,m9,Minor,Major,0.88,0.12,0.88,site_code,scope_of_work
sda-07-269,kabupaten sidoarjo,9,rns,Minor,Major,0.79,0.21,0.79,site_code,scope_of_work
kpn-07-251,kabupaten malang,3,gne,Minor,Minor,0.94,0.94,0.06,site_code,scope_of_work
gsk-07-116,kabupaten gresik,11,pst,Minor,Minor,1.0,1.0,0.0,site_code,scope_of_work
jbg-07-025,kabupaten jombang,3,vw2,Minor,Minor,0.73,0.73,0.27,site_code,scope_of_work
byw-07-019,kabupaten banyuwangi,4,gne,Minor,Minor,1.0,1.0,0.0,site_code,scope_of_work
kpn-07-221,kabupaten malang,1,a5,Minor,Major,0.68,0.32,0.68,site_code,scope_of_work
sda-07-094,kabupaten sidoarjo,2,a2,Minor,Minor,1.0,1.0,0.0,site_code,scope_of_work
mlg/07/040,kota malang,7,gne,Minor,Major,0.94,0.06,0.94,site_code,scope_of_work
btu-07-013,kota malang,9,gne,Minor,Minor,0.74,0.74,0.26,site_code,scope_of_work
bkl-07-040,kabupaten bangkalan,9,gne,Minor,Minor,1.0,1.0,0.0,site_code,scope_of_work
kpn/07/290,kabupaten malang,8,gne,Minor,Major,0.94,0.06,0.94,site_code,scope_of_work
tlg-07-042,kabupaten tulungagung,1,m5,Minor,Major,0.91,0.09,0.91,site_code,scope_of_work
njk/07/108,kabupaten nganjuk,12,gne,Major,Major,0.65,0.35,0.65,site_code,scope_of_work
gsk-07-058,kabupaten gresik,1,m9,Major,Major,1.0,0.0,1.0,site_code,scope_of_work
byw-07-171,kabupaten banyuwangi,3,gne,Minor,Minor,1.0,1.0,0.0,site_code,scope_of_work
jbg-07-007,kabupaten jombang,11,gne,Minor,Minor,0.99,0.99,0.01,site_code,scope_of_work
lmg-07-093,kabupaten lamongan,11,gne,Minor,Minor,1.0,1.0,0.0,site_code,scope_of_work
ngw-07-112,kabupaten ngawi,6,gne,Minor,Minor,0.91,0.91,0.09,site_code,scope_of_work
bdw/07/015,kabupaten bondowoso,8,gne,Major,Minor,0.73,0.73,0.27,site_code,scope_of_work
pmk-07-032,kabupaten pamekasan,1,q2,Minor,Minor,1.0,1.0,0.0,site_code,scope_of_work
sda-07-049,kabupaten sidoarjo,9,rol,Minor,Major,0.98,0.02,0.98,site_code,scope_of_work
sby-07-180,kota surabaya,3,vw2,Major,Major,0.7,0.3,0.7,site_code,scope_of_work
tbn-07-031,kabupaten tuban,2,m9,Major,Major,1.0,0.0,1.0,site_code,scope_of_work
gsk-07-001,kabupaten gresik,6,gns,Minor,Major,0.75,0.25,0.75,site_code,scope_of_work
sit-07-054,kabupaten situbondo,2,a2,Major,Major,0.74,0.26,0.74,site_code,scope_of_work
krs/07/143,kota/kab probolinggo,8,gne,Minor,Major,0.78,0.22,0.78,site_code,scope_of_work
btu-07-020,kota malang,9,gne,Major,Minor,0.71,0.71,0.29,site_code,scope_of_work
jbg-07-098,kabupaten jombang,10,gne,Minor,Minor,1.0,1.0,0.0,site_code,scope_of_work
sda-07-251,kabupaten sidoarjo,1,q3,Minor,Minor,0.99,0.99,0.01,site_code,scope_of_work
mjk1-07-047,kota/kab mojokerto,8,gne,Minor,Minor,1.0,1.0,0.0,site_code,scope_of_work
ngw-07-094,kabupaten ngawi,8,gnp,Minor,Minor,0.99,0.99,0.01,site_code,scope_of_work
tlg-07-048,kabupaten tulungagung,5,gne,Minor,Minor,1.0,1.0,0.0,site_code,scope_of_work
sby-07-599,kota surabaya,8,rne,Major,Major,1.0,0.0,1.0,site_code,scope_of_work
kpn/07/089,kabupaten malang,8,gne,Minor,Major,1.0,0.0,1.0,site_code,scope_of_work
sda/07/038,kabupaten sidoarjo,12,m9,Major,Minor,0.72,0.72,0.28,site_code,scope_of_work
pmk-07-046,kabupaten pamekasan,9,gne,Minor,Minor,0.99,0.99,0.01,site_code,scope_of_work
ngw-07-034,kabupaten ngawi,4,gne,Minor,Minor,0.9,0.9,0.1,site_code,scope_of_work
byw-07-153,kabupaten banyuwangi,5,gne,Minor,Minor,1.0,1.0,0.0,site_code,scope_of_work
sit-07-032,kabupaten situbondo,4,gne,Minor,Minor,0.9,0.9,0.1,site_code,scope_of_work
btu/07/038,kota malang,8,gns,Minor,Major,0.85,0.15,0.85,site_code,scope_of_work
kdr-07-112,kota/kab kediri,10,gne,Minor,Minor,0.88,0.88,0.12,site_code,scope_of_work
mgt-07-059,kabupaten magetan,1,a5,Minor,Minor,0.99,0.99,0.01,site_code,scope_of_work
knr-07-077,kota/kab blitar,6,gne,Minor,Minor,0.93,0.93,0.07,site_code,scope_of_work
sby-07-164,kota surabaya,3,rol,Minor,Major,0.89,0.11,0.89,site_code,scope_of_work
gsk-07-064,kabupaten gresik,1,f2,Minor,Minor,0.97,0.97,0.03,site_code,scope_of_work
kdr1-07-075,kota/kab kediri,8,gne,Minor,Minor,1.0,1.0,0.0,site_code,scope_of_work
sby-07-153,kota surabaya,2,a2,Minor,Minor,0.99,0.99,0.01,site_code,scope_of_work
sda/07/166,kabupaten sidoarjo,12,rns,Major,Minor,0.62,0.62,0.38,site_code,scope_of_work
blt-07-025,kota/kab blitar,3,vw5,Minor,Minor,0.51,0.51,0.49,site_code,scope_of_work
psr-07-212,kota/kab pasuruan,2,q2,Minor,Major,0.64,0.36,0.64,site_code,scope_of_work
psn/07/015,kota/kab pasuruan,8,gne,Minor,Minor,0.79,0.79,0.21,site_code,scope_of_work
sby-07-094,kota surabaya,8,rol,Minor,Minor,0.64,0.64,0.36,site_code,scope_of_work
mjk1-07-060,kota/kab mojokerto,3,vw2,Minor,Major,0.72,0.28,0.72,site_code,scope_of_work
kdr2-07-022,kota/kab kediri,8,rol,Major,Major,0.83,0.17,0.83,site_code,scope_of_work
